name,heuristic_mae,benchmark1_mae,benchmark2_mae,model_mae,residual_model_mae
initial_test_model_train_1_mse_un_normed_26,0.0022785888717288,0.17706834,0.065506816,0.0018053363,0.0131062043786263
initial_test_model_train_1_mae_un_normed_26,0.0022785888717288,0.034372505,0.19239059,0.0012089811,0.0108256550542878
initial_test_model_train_1_mse_auto_un_normed_26,0.0022785888717288,0.09283428,0.14614823,0.0016407528,0.0121898610401978
initial_test_model_train_1_mae_auto_un_normed_26,0.0022785888717288,0.04104698,0.073801585,0.0012650765,0.0114737847487118
initial_test_model_train_1_mse_weighted_un_normed_26,0.0022785888717288,0.049467638,0.10221555,0.0013220084,0.0110205996528985
initial_test_model_train_1_mae_weighted_un_normed_26,0.0022785888717288,0.094178386,0.046659555,0.0012358107,0.0111366017744339
initial_test_model_train_1_mse_un_normed_292,0.0024398706087699,0.06716451,0.022859398,0.0023319009,0.0167536369127991
initial_test_model_train_1_mae_un_normed_292,0.0024398706087699,0.0480997,0.027595503,0.0013804316,0.0066861019789543
initial_test_model_train_1_mse_auto_un_normed_292,0.0024398706087699,0.031091763,0.014013137,0.0017122391,0.0141857316170295
initial_test_model_train_1_mae_auto_un_normed_292,0.0024398706087699,0.045181967,0.014117654,0.001314322,0.0078721977852273
initial_test_model_train_1_mse_weighted_un_normed_292,0.0024398706087699,0.027381152,0.035884462,0.0013841033,0.007006884198725
initial_test_model_train_1_mae_weighted_un_normed_292,0.0024398706087699,0.038767345,0.031516783,0.001399385,0.0068956770554227
initial_test_model_train_1_mse_un_normed_709,0.0033332953612009,0.003979011,0.028122649,0.0031228988,0.0270364755959635
initial_test_model_train_1_mae_un_normed_709,0.0033332953612009,0.061910894,0.014540986,0.0018932822,0.0153214776347187
initial_test_model_train_1_mse_auto_un_normed_709,0.0033332953612009,0.023917101,0.033802394,0.002778097,0.0257706127570231
initial_test_model_train_1_mae_auto_un_normed_709,0.0033332953612009,0.080488764,0.02987295,0.0018895979,0.0144089194518597
initial_test_model_train_1_mse_weighted_un_normed_709,0.0033332953612009,0.046321664,0.01079995,0.0021118089,0.0164113486446882
initial_test_model_train_1_mae_weighted_un_normed_709,0.0033332953612009,0.09928147,0.06083068,0.0018773065,0.0150757752051784
initial_test_model_train_1_mse_un_normed_819,0.0025511717948913,0.02019891,0.017245296,0.0022953874,0.0184069729191917
initial_test_model_train_1_mae_un_normed_819,0.0025511717948913,0.008949795,0.017924357,0.0015277565,0.011117033966503
initial_test_model_train_1_mse_auto_un_normed_819,0.0025511717948913,0.01661748,0.023324046,0.0022727137,0.018077825765121
initial_test_model_train_1_mae_auto_un_normed_819,0.0025511717948913,0.01921038,0.026371276,0.0015932783,0.0133012041965352
initial_test_model_train_1_mse_weighted_un_normed_819,0.0025511717948913,0.02396031,0.017433552,0.0014428322,0.0105735227800143
initial_test_model_train_1_mae_weighted_un_normed_819,0.0025511717948913,0.05570639,0.033623654,0.001536619,0.0111743186622935
initial_test_model_train_1_mse_all_normed_equal_26,0.0022785888717288,81.6289,106.62991,44.61915,648.4592096695557
initial_test_model_train_1_mae_all_normed_equal_26,0.0022785888717288,76.30707,93.465675,0.0026778064,0.0248079531963496
initial_test_model_train_1_mse_auto_all_normed_equal_26,0.0022785888717288,64.98445,126.38743,0.021507155,0.2139894162051867
initial_test_model_train_1_mae_auto_all_normed_equal_26,0.0022785888717288,79.09722,77.600685,1.4654297,14.109379338852689
initial_test_model_train_1_mse_weighted_all_normed_equal_26,0.0022785888717288,78.76948,111.990715,32.265385,379.1574546886495
initial_test_model_train_1_mae_weighted_all_normed_equal_26,0.0022785888717288,79.66537,82.44401,0.035006918,0.3501222361062018
initial_test_model_train_1_mse_all_normed_equal_292,0.0024398706087699,5.294276,51.672085,0.27403486,3.443380059552593
initial_test_model_train_1_mae_all_normed_equal_292,0.0024398706087699,2.2403786,45.37056,0.0031914944,0.0275604742482328
initial_test_model_train_1_mse_auto_all_normed_equal_292,0.0024398706087699,1.165443,18.272247,0.3987085,5.0344507139570585
initial_test_model_train_1_mae_auto_all_normed_equal_292,0.0024398706087699,4.5860133,38.80494,4.971159,164.46678339545505
initial_test_model_train_1_mse_weighted_all_normed_equal_292,0.0024398706087699,2.2612896,28.59477,0.006996757,0.0793268250635183
initial_test_model_train_1_mae_weighted_all_normed_equal_292,0.0024398706087699,5.1971273,29.700113,0.0015834557,0.0096737847628117
initial_test_model_train_1_mse_all_normed_equal_709,0.0033332953612009,11.032747,34.110615,0.09940721,1.2862855116607803
initial_test_model_train_1_mae_all_normed_equal_709,0.0033332953612009,9.838847,34.00307,0.0037384098,0.0344465638442955
initial_test_model_train_1_mse_auto_all_normed_equal_709,0.0033332953612009,17.928743,25.371922,2.2448635,31.298829385157205
initial_test_model_train_1_mae_auto_all_normed_equal_709,0.0033332953612009,3.1270287,20.396587,2.7208412,38.8029701708486
initial_test_model_train_1_mse_weighted_all_normed_equal_709,0.0033332953612009,15.926678,27.488775,4.0594916,58.428056091213726
initial_test_model_train_1_mae_weighted_all_normed_equal_709,0.0033332953612009,14.988754,20.620928,0.005313135,0.054652630256928
initial_test_model_train_1_mse_all_normed_equal_819,0.0025511717948913,14.399827,25.591928,16.135822,187.82429953987003
initial_test_model_train_1_mae_all_normed_equal_819,0.0025511717948913,2.3031292,26.200848,0.00136536,0.0101929785437489
initial_test_model_train_1_mse_auto_all_normed_equal_819,0.0025511717948913,18.85751,27.992,5.856058,83.55850162585655
initial_test_model_train_1_mae_auto_all_normed_equal_819,0.0025511717948913,19.211573,26.314507,3.3479586,41.85826638009394
initial_test_model_train_1_mse_weighted_all_normed_equal_819,0.0025511717948913,21.657652,24.26719,8.066945,101.35112437896258
initial_test_model_train_1_mae_weighted_all_normed_equal_819,0.0025511717948913,17.367176,22.938206,0.00393507,0.042265204975214
initial_test_model_train_1_mse_norm_independant_26,0.0011961019657907,0.0049580582,0.0034256496,0.0015505616,0.0152065389592393
initial_test_model_train_1_mae_norm_independant_26,0.0011961019657907,0.0012151877,0.0037270456,0.001145792,0.0025871085224912
initial_test_model_train_1_mse_auto_norm_independant_26,0.0011961019657907,0.0020398337,0.0054350593,0.0054442934,0.0526028498169093
initial_test_model_train_1_mae_auto_norm_independant_26,0.0011961019657907,0.0030801455,0.0030261038,0.0012662441,0.0043756491608514
initial_test_model_train_1_mse_weighted_norm_independant_26,0.0011961019657907,0.0019467479,0.00756809,0.0017673989,0.0116764936696796
initial_test_model_train_1_mae_weighted_norm_independant_26,0.0011961019657907,0.0025822502,0.002846243,0.0012290804,0.0039998214486942
initial_test_model_train_1_mse_norm_independant_292,0.0007871811770475,0.00091350556,0.0020260473,0.0022251918,0.028407169717215
initial_test_model_train_1_mae_norm_independant_292,0.0007871811770475,0.0016065714,0.0030563658,0.00089296047,0.0040703046087091
initial_test_model_train_1_mse_auto_norm_independant_292,0.0007871811770475,0.0011450619,0.019667218,0.0019831285,34.08203038769209
initial_test_model_train_1_mae_auto_norm_independant_292,0.0007871811770475,0.0010934668,0.001836322,0.00086582475,0.0037245426584746
initial_test_model_train_1_mse_weighted_norm_independant_292,0.0007871811770475,0.0016333507,0.0013522677,0.00074015267,0.0023068853061613
initial_test_model_train_1_mae_weighted_norm_independant_292,0.0007871811770475,0.0009936265,0.008185517,0.00066462177,0.0014126245637193
initial_test_model_train_1_mse_norm_independant_709,0.0013523040625784,0.0019217136,0.0024671378,0.002207781,0.0156231856034059
initial_test_model_train_1_mae_norm_independant_709,0.0013523040625784,0.0032722908,0.0066146273,0.0013409376,0.0044673076445847
initial_test_model_train_1_mse_auto_norm_independant_709,0.0013523040625784,0.0022752637,0.0046433383,0.003192837,2.2783796073495
initial_test_model_train_1_mae_auto_norm_independant_709,0.0013523040625784,0.0037467072,0.004932948,0.0012102189,0.0030691102815455
initial_test_model_train_1_mse_weighted_norm_independant_709,0.0013523040625784,0.0024573018,0.0054264264,0.0023803653,0.4266954668752917
initial_test_model_train_1_mae_weighted_norm_independant_709,0.0013523040625784,0.0027572003,0.0030977894,0.0014283728,0.0066118515627934
initial_test_model_train_1_mse_norm_independant_819,0.0013459669702053,0.0018667441,0.0025834,0.0020893025,0.015444009751406
initial_test_model_train_1_mae_norm_independant_819,0.0013459669702053,0.0015246157,0.002860821,0.001246264,0.0029363863685595
initial_test_model_train_1_mse_auto_norm_independant_819,0.0013459669702053,0.0017528135,0.0024068444,0.0026540242,119.58206838752233
initial_test_model_train_1_mae_auto_norm_independant_819,0.0013459669702053,0.0031154016,0.004494887,0.0012447311,0.0026020427289336
initial_test_model_train_1_mse_weighted_norm_independant_819,0.0013459669702053,0.0015527194,0.0047899,0.0014635125,0.0059333323637953
initial_test_model_train_1_mae_weighted_norm_independant_819,0.0013459669702053,0.0024430535,0.0019534575,0.0012389397,0.0025586865973757
shallow_depthwise_diff_train_2_custom_mae_weighted_1e-3_norm_independant_292,0.0007871811770475,0.0012140871,0.0019004359,0.0007108505,0.0021699959507492
medium_depthwise_diff_train_2_custom_mae_weighted_1e-3_norm_independant_292,0.0007871811770475,0.0026239287,0.0049702106,0.00080182496,0.0034894162386686
complex_depthwise_diff_train_2_custom_mae_weighted_1e-3_norm_independant_292,0.0007871811770475,0.0012161265,0.001861764,0.000728415,0.0020552703119885
shallow_depthwise_no_diff_train_2_custom_mae_weighted_1e-3_norm_independant_292,0.0007871811770475,0.0040164515,0.0060521206,0.0014103985,0.0014043509905301
medium_depthwise_no_diff_train_2_custom_mae_weighted_1e-3_norm_independant_292,0.0007871811770475,0.0010171345,0.0015427603,0.001338908,0.0013356102914399
complex_depthwise_no_diff_train_2_custom_mae_weighted_1e-3_norm_independant_292,0.0007871811770475,0.0020174128,0.0023822428,0.0012939965,0.0012924259302207
shallow_depthwise_diff_train_2_custom_mae_weighted_2e-3_norm_independant_292,0.0007871811770475,0.0013176344,0.0018620914,0.00071644306,0.0022513924427798
medium_depthwise_diff_train_2_custom_mae_weighted_2e-3_norm_independant_292,0.0007871811770475,0.0013114964,0.001970119,0.001040833,0.0059757748369072
complex_depthwise_diff_train_2_custom_mae_weighted_2e-3_norm_independant_292,0.0007871811770475,0.0010078881,0.0019262928,0.00092487026,0.0044790111391739
shallow_depthwise_no_diff_train_2_custom_mae_weighted_2e-3_norm_independant_292,0.0007871811770475,0.0029459167,0.0034823976,0.00178692,0.0017663910501109
medium_depthwise_no_diff_train_2_custom_mae_weighted_2e-3_norm_independant_292,0.0007871811770475,0.0011773946,0.004069412,0.0013118087,0.0015077353978021
complex_depthwise_no_diff_train_2_custom_mae_weighted_2e-3_norm_independant_292,0.0007871811770475,0.002535391,0.0014929466,0.001265886,0.001265244705456
shallow_depthwise_diff_train_2_custom_mae_weighted_1e-4_norm_independant_292,0.0007871811770475,0.0010463084,0.0012953219,0.00065196864,0.0013080134047521
medium_depthwise_diff_train_2_custom_mae_weighted_1e-4_norm_independant_292,0.0007871811770475,0.0012031557,0.008081451,0.0006574585,0.0013885890175749
complex_depthwise_diff_train_2_custom_mae_weighted_1e-4_norm_independant_292,0.0007871811770475,0.0009946747,0.0039473544,0.0006596387,0.0014204131002767
shallow_depthwise_no_diff_train_2_custom_mae_weighted_1e-4_norm_independant_292,0.0007871811770475,0.001432461,0.0058672223,0.0012556681,0.0012555732561891
medium_depthwise_no_diff_train_2_custom_mae_weighted_1e-4_norm_independant_292,0.0007871811770475,0.0028155472,0.003378162,0.0012541681,0.0012541163241911
complex_depthwise_no_diff_train_2_custom_mae_weighted_1e-4_norm_independant_292,0.0007871811770475,0.0008352687,0.0019362184,0.0012702829,0.0012697084849428
shallow_depthwise_diff_train_2_custom_mae_weighted_1e-2_norm_independant_292,0.0007871811770475,0.0010828526,0.001186441,0.0026874994,0.0279216178542289
medium_depthwise_diff_train_2_custom_mae_weighted_1e-2_norm_independant_292,0.0007871811770475,0.0024146214,0.0013411109,0.0007857891,0.0027201586112713
complex_depthwise_diff_train_2_custom_mae_weighted_1e-2_norm_independant_292,0.0007871811770475,0.0022147049,0.0022183913,0.0016264247,0.0144753123787446
shallow_depthwise_no_diff_train_2_custom_mae_weighted_1e-2_norm_independant_292,0.0007871811770475,0.001044421,0.002627327,0.001269793,0.0012689549218151
medium_depthwise_no_diff_train_2_custom_mae_weighted_1e-2_norm_independant_292,0.0007871811770475,0.0019815825,0.0041559604,0.0018598847,0.0018365496511499
complex_depthwise_no_diff_train_2_custom_mae_weighted_1e-2_norm_independant_292,0.0007871811770475,0.0034911972,0.0045222417,0.0032482776,0.0031532724995192
shallow_depthwise_diff_train_2_custom_mae_weighted_5e-4_norm_independant_292,0.0007871811770475,0.0017850442,0.0019192594,0.0006924935,0.0019021854617021
medium_depthwise_diff_train_2_custom_mae_weighted_5e-4_norm_independant_292,0.0007871811770475,0.0011082024,0.0041309306,0.0006916095,0.0016750444013343
complex_depthwise_diff_train_2_custom_mae_weighted_5e-4_norm_independant_292,0.0007871811770475,0.0010818603,0.0027199981,0.00082565116,0.0032163852655395
shallow_depthwise_no_diff_train_2_custom_mae_weighted_5e-4_norm_independant_292,0.0007871811770475,0.0032600602,0.0041170977,0.0012728834,0.0012719136248587
medium_depthwise_no_diff_train_2_custom_mae_weighted_5e-4_norm_independant_292,0.0007871811770475,0.0015374693,0.0016186291,0.0012782164,0.0012772559450247
complex_depthwise_no_diff_train_2_custom_mae_weighted_5e-4_norm_independant_292,0.0007871811770475,0.0049839746,0.004231788,0.0011886591,0.001310063596436
shallow_depthwise_diff_train_2_custom_mae_weighted_1e-3_more_epochs_norm_independant_292,0.0007871811770475,0.0012211158,0.0015724653,0.000663689,0.0014799832885486
medium_depthwise_diff_train_2_custom_mae_weighted_1e-3_more_epochs_norm_independant_292,0.0007871811770475,0.0011936337,0.0010920911,0.0006646699,0.0015103192791863
complex_depthwise_diff_train_2_custom_mae_weighted_1e-3_more_epochs_norm_independant_292,0.0007871811770475,0.0014842482,0.001256764,0.00067214854,0.0016042400063588
shallow_depthwise_no_diff_train_2_custom_mae_weighted_1e-3_more_epochs_norm_independant_292,0.0007871811770475,0.0010815947,0.0011247366,0.0013720889,0.0013660939762168
medium_depthwise_no_diff_train_2_custom_mae_weighted_1e-3_more_epochs_norm_independant_292,0.0007871811770475,0.0011103878,0.001212631,0.0012744613,0.0012736420521438
complex_depthwise_no_diff_train_2_custom_mae_weighted_1e-3_more_epochs_norm_independant_292,0.0007871811770475,0.0011131373,0.0018158845,0.0014923868,0.0014831875352225
shallow_depthwise_diff_train_2_custom_mae_weighted_2e-3_more_epochs_norm_independant_292,0.0007871811770475,0.00095171493,0.0034905558,0.00065077684,0.0012775069706281
medium_depthwise_diff_train_2_custom_mae_weighted_2e-3_more_epochs_norm_independant_292,0.0007871811770475,0.0010097171,0.0013020947,0.0006582022,0.0013601998081736
complex_depthwise_diff_train_2_custom_mae_weighted_2e-3_more_epochs_norm_independant_292,0.0007871811770475,0.0011536635,0.0013057467,0.00064878445,0.0012580435558159
shallow_depthwise_no_diff_train_2_custom_mae_weighted_2e-3_more_epochs_norm_independant_292,0.0007871811770475,0.0010489519,0.002893049,0.0012653633,0.0012647481602638
medium_depthwise_no_diff_train_2_custom_mae_weighted_2e-3_more_epochs_norm_independant_292,0.0007871811770475,0.001108232,0.001099717,0.0011286342,0.0012689570880391
complex_depthwise_no_diff_train_2_custom_mae_weighted_2e-3_more_epochs_norm_independant_292,0.0007871811770475,0.0010614918,0.0023558754,0.0011222996,0.0012567114455657
shallow_depthwise_diff_train_2_custom_mae_weighted_1e-4_more_epochs_norm_independant_292,0.0007871811770475,0.0009692639,0.0013932622,0.0006496799,0.0012667961500828
medium_depthwise_diff_train_2_custom_mae_weighted_1e-4_more_epochs_norm_independant_292,0.0007871811770475,0.0017135999,0.002307287,0.00064842013,0.0012544873072375
complex_depthwise_diff_train_2_custom_mae_weighted_1e-4_more_epochs_norm_independant_292,0.0007871811770475,0.001362157,0.0019736108,0.00064930116,0.0012681451211217
shallow_depthwise_no_diff_train_2_custom_mae_weighted_1e-4_more_epochs_norm_independant_292,0.0007871811770475,0.0016818395,0.0028447155,0.0010925386,0.0012660890842323
medium_depthwise_no_diff_train_2_custom_mae_weighted_1e-4_more_epochs_norm_independant_292,0.0007871811770475,0.0015018563,0.0016320276,0.0012532043,0.0012532030182175
complex_depthwise_no_diff_train_2_custom_mae_weighted_1e-4_more_epochs_norm_independant_292,0.0007871811770475,0.0012177814,0.0016827579,0.0010307628,0.0012577594241731
shallow_depthwise_diff_train_2_custom_mae_weighted_1e-2_more_epochs_norm_independant_292,0.0007871811770475,0.0011204095,0.0017276116,0.00067212246,0.0016038583527184
medium_depthwise_diff_train_2_custom_mae_weighted_1e-2_more_epochs_norm_independant_292,0.0007871811770475,0.0012458056,0.0014732666,0.0007444961,0.0026585935160504
complex_depthwise_diff_train_2_custom_mae_weighted_1e-2_more_epochs_norm_independant_292,0.0007871811770475,0.0011783596,0.0021647033,0.0006592529,0.0013602468629002
shallow_depthwise_no_diff_train_2_custom_mae_weighted_1e-2_more_epochs_norm_independant_292,0.0007871811770475,0.0011192788,0.0015508563,0.0022356152,0.0021978284833952
medium_depthwise_no_diff_train_2_custom_mae_weighted_1e-2_more_epochs_norm_independant_292,0.0007871811770475,0.00095041393,0.0010819425,0.0013007527,0.0012989225387071
complex_depthwise_no_diff_train_2_custom_mae_weighted_1e-2_more_epochs_norm_independant_292,0.0007871811770475,0.0010685748,0.0018726307,0.001699413,0.0016822493135284
shallow_depthwise_diff_train_2_custom_mae_weighted_5e-4_more_epochs_norm_independant_292,0.0007871811770475,0.0007124605,0.002159733,0.0006635887,0.0014784999246953
medium_depthwise_diff_train_2_custom_mae_weighted_5e-4_more_epochs_norm_independant_292,0.0007871811770475,0.0009821771,0.0012895963,0.00070706435,0.0018355821591331
complex_depthwise_diff_train_2_custom_mae_weighted_5e-4_more_epochs_norm_independant_292,0.0007871811770475,0.0010757921,0.001089913,0.000652516,0.0013156042611334
shallow_depthwise_no_diff_train_2_custom_mae_weighted_5e-4_more_epochs_norm_independant_292,0.0007871811770475,0.0009541946,0.0011291112,0.0012621222,0.0012617777136372
medium_depthwise_no_diff_train_2_custom_mae_weighted_5e-4_more_epochs_norm_independant_292,0.0007871811770475,0.0017969679,0.0011809501,0.0012570416,0.0012568461063617
complex_depthwise_no_diff_train_2_custom_mae_weighted_5e-4_more_epochs_norm_independant_292,0.0007871811770475,0.001500612,0.0010938871,0.0010750924,0.0013773687589227
medium_depthwise_diff_train_3_custom_mae_weighted_zw_09_nzw_01_norm_independant_292,0.0007871811770475,0.0012042733,0.0011374223,0.0006552846,0.0013215376271253
medium_depthwise_diff_train_3_custom_mae_weighted_zw_08_nzw_02_norm_independant_292,0.0007871811770475,0.0010420616,0.0018296761,0.0006538425,0.0013350652405194
medium_depthwise_diff_train_3_custom_mae_weighted_zw_07_nzw_03_norm_independant_292,0.0007871811770475,0.001275608,0.0018446102,0.00064922776,0.0012671394246427
medium_depthwise_diff_train_3_custom_mae_weighted_zw_06_nzw_04_norm_independant_292,0.0007871811770475,0.0012484898,0.0010507375,0.0006515992,0.0013021439780689
medium_depthwise_diff_train_3_custom_mae_weighted_zw_05_nzw_05_norm_independant_292,0.0007871811770475,0.00089357485,0.0015171864,0.00064903125,0.0012604612136318
medium_depthwise_diff_train_3_custom_mae_weighted_zw_04_nzw_06_norm_independant_292,0.0007871811770475,0.001126965,0.0020285249,0.00064933044,0.0012634551739328
medium_depthwise_diff_train_3_custom_mae_weighted_shuffle_on_norm_independant_292,0.0007871811770475,0.0021654107,0.0012465274,0.00064769544,0.0012549176457972
medium_depthwise_diff_train_3_custom_mae_weighted_shuffle_off_norm_independant_292,0.0007871811770475,0.0015784751,0.0013071987,0.00064926414,0.0012627548571725
medium_depthwise_diff_train_3_custom_mae_weighted_shuffle_on_norm_independant_normal_292,0.0007871811770475,0.0010765365,0.0014090019,0.00065075466,0.0012895664236269
medium_depthwise_diff_train_3_custom_mae_weighted_shuffle_on_norm_independant_masked_292,0.0007871811770475,0.0013812446,0.0037139733,0.00065087806,0.0012784815332463
medium_depthwise_diff_train_3_custom_mae_weighted_shuffle_on_norm_independant_rf_added_292,0.0056286526851929,0.0059614927,0.005841841,0.005515926,0.0061595372743773
medium_depthwise_diff_train_4_custom_mae_weighted_1_norm_independant_normal_292,0.0007871811770475,0.0011634432,0.0013362505,0.00066878076,0.0014531191252674
medium_depthwise_diff_train_4_custom_mae_weighted_2_norm_independant_normal_292,0.0007871811770475,0.00095762586,0.00163615,0.00072570506,0.0020315143849341
medium_depthwise_diff_train_4_custom_mae_weighted_3_norm_independant_normal_292,0.0007871811770475,0.0012843743,0.0014467528,0.00065817696,0.0013498231404701
medium_depthwise_diff_train_4_custom_mae_weighted_4_norm_independant_normal_292,0.0007871811770475,0.0010665995,0.002771737,0.0016418807,0.0146772721506368
medium_depthwise_diff_train_4_custom_mae_weighted_5_norm_independant_normal_292,0.0007871811770475,0.00094230904,0.0023979368,0.0006572888,0.0014033565213038
medium_depthwise_diff_train_4_custom_mae_weighted_6_norm_independant_normal_292,0.0007871811770475,0.0009898654,0.0020259449,0.0006484142,0.0012550413744143
medium_depthwise_diff_train_4_custom_mae_weighted_1_norm_independant_masked_292,0.0007871811770475,0.0021155362,0.0013054012,0.001245632,0.0094896635870628
medium_depthwise_diff_train_4_custom_mae_weighted_2_norm_independant_masked_292,0.0007871811770475,0.0016933961,0.001607783,0.00064812606,0.0012708104090748
medium_depthwise_diff_train_4_custom_mae_weighted_3_norm_independant_masked_292,0.0007871811770475,0.0015447089,0.0022196025,0.00067326153,0.0015104034980623
medium_depthwise_diff_train_4_custom_mae_weighted_4_norm_independant_masked_292,0.0007871811770475,0.0013100905,0.0018047951,0.0028070745,0.0290244947617439
medium_depthwise_diff_train_4_custom_mae_weighted_5_norm_independant_masked_292,0.0007871811770475,0.00138857,0.002935844,0.00072624057,0.002398328410482
medium_depthwise_diff_train_4_custom_mae_weighted_6_norm_independant_masked_292,0.0007871811770475,0.0014165496,0.0017291179,0.00064781087,0.0012698698673294
medium_depthwise_diff_train_4_custom_mae_weighted_1_norm_independant_rf_added_292,0.0056286526851929,0.0055744513,0.0060025216,0.0055698757,0.0061651217238713
medium_depthwise_diff_train_4_custom_mae_weighted_2_norm_independant_rf_added_292,0.0056286526851929,0.006019837,0.0051540625,0.0056694243,0.0061645166069499
medium_depthwise_diff_train_4_custom_mae_weighted_3_norm_independant_rf_added_292,0.0056286526851929,0.005613463,0.0059447484,0.005516715,0.0061596692950362
medium_depthwise_diff_train_4_custom_mae_weighted_4_norm_independant_rf_added_292,0.0056286526851929,0.005625528,0.006826772,0.005518605,0.0061598844754703
medium_depthwise_diff_train_4_custom_mae_weighted_5_norm_independant_rf_added_292,0.0056286526851929,0.0062357564,0.005204452,0.0055303886,0.0061615377450698
medium_depthwise_diff_train_4_custom_mae_weighted_6_norm_independant_rf_added_292,0.0056286526851929,0.006033032,0.005555527,0.005526107,0.0061605787785343
medium_depthwise_diff_train_4_custom_mae_weighted_7_20 epochs_norm_independant_normal_292,0.0007871811770475,0.0010415805,0.0010247573,0.00068855257,0.0017131144861907
medium_depthwise_diff_train_4_custom_mae_weighted_7_20 epochs_norm_independant_masked_292,0.0007871811770475,0.0010366783,0.0028363706,0.0006487668,0.0012624029802174
medium_depthwise_diff_train_4_custom_mae_weighted_7_20 epochs_norm_independant_rf_added_292,0.0056286526851929,0.005598067,0.0051983437,0.005514973,0.0061597058074068
simple_incep_train_5_custom_mae_weighted_8_norm_independant_normal_292,0.0007871811770475,0.0009662657,0.001178633,0.00066078466,0.0014372574286324
medium_incep_train_5_custom_mae_weighted_8_norm_independant_normal_292,0.0007871811770475,0.0010319747,0.0010540975,0.0006755931,0.0016547753030342
simple_incep_train_5_custom_mae_weighted_9_norm_independant_normal_292,0.0007871811770475,0.0010930636,0.0012467903,0.00064848975,0.0012720708808578
medium_incep_train_5_custom_mae_weighted_9_norm_independant_normal_292,0.0007871811770475,0.0011658908,0.0010638067,0.0006324215,0.0014176228120585
simple_incep_train_5_custom_mae_weighted_10_norm_independant_normal_292,0.0007871811770475,0.0013660941,0.0011458627,0.00063410465,0.0013958748418101
medium_incep_train_5_custom_mae_weighted_10_norm_independant_normal_292,0.0007871811770475,0.0010114962,0.0013619313,0.0006476477,0.0012577680052683
simple_incep_train_5_custom_mae_weighted_8_norm_independant_masked_292,0.0007871811770475,0.0009861486,0.0013325573,0.00081108493,0.0030515878097411
medium_incep_train_5_custom_mae_weighted_8_norm_independant_masked_292,0.0007871811770475,0.0014270117,0.0038307488,0.00065428525,0.0013415804738371
simple_incep_train_5_custom_mae_weighted_9_norm_independant_masked_292,0.0007871811770475,0.0014686966,0.0013899022,0.0006478273,0.0012619119642672
medium_incep_train_5_custom_mae_weighted_9_norm_independant_masked_292,0.0007871811770475,0.001183265,0.0017192628,0.0006472916,0.0012538075620761
simple_incep_train_5_custom_mae_weighted_10_norm_independant_masked_292,0.0007871811770475,0.00089728617,0.0018781321,0.00064831576,0.0012534681227038
medium_incep_train_5_custom_mae_weighted_10_norm_independant_masked_292,0.0007871811770475,0.001222065,0.0011971091,0.00064968894,0.0012668934594615
simple_incep_train_5_custom_mae_weighted_8_norm_independant_rf_added_292,0.0056286526851929,0.005676362,0.0053045363,0.005516845,0.0061593165188569
medium_incep_train_5_custom_mae_weighted_8_norm_independant_rf_added_292,0.0056286526851929,0.00565464,0.005513255,0.0055341884,0.0061587158135431
simple_incep_train_5_custom_mae_weighted_9_norm_independant_rf_added_292,0.0056286526851929,0.0062925927,0.0052308906,0.0055141505,0.0061594183387682
medium_incep_train_5_custom_mae_weighted_9_norm_independant_rf_added_292,0.0056286526851929,0.006006147,0.005281879,0.005513752,0.0061595856195753
simple_incep_train_5_custom_mae_weighted_10_norm_independant_rf_added_292,0.0056286526851929,0.005750453,0.0051826066,0.0055185943,0.0061589936266194
medium_incep_train_5_custom_mae_weighted_10_norm_independant_rf_added_292,0.0056286526851929,0.0058884546,0.005650408,0.0055143177,0.0061595854600164
